description,playlist_external_urls,playlist_href,playlist_id,images,playlist_name,playlist_owner,snapshot_id,tracks,type,playlist_uri,category_name,category_id
Home to the best of South Asian Indie scene. Cover: Kaifi Khalil,https://open.spotify.com/playlist/37i9dQZF1DX9Kz7jBbxgYQ,https://api.spotify.com/v1/playlists/37i9dQZF1DX9Kz7jBbxgYQ,37i9dQZF1DX9Kz7jBbxgYQ,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003b312fe684ce0e50cab434a50', 'width': 0}]",Desi Indie ,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjAyNTE1OCwwMDAwMDAwMDU1N2IyMjhmODczYzRjY2YwODE3YWUyZTFhODNhNGRk,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX9Kz7jBbxgYQ/tracks', 'total': 80}",playlist,spotify:playlist:37i9dQZF1DX9Kz7jBbxgYQ,Indie,0JQ5DAqbMKFCWjUTdzaG0e
the beat of your drift,https://open.spotify.com/playlist/37i9dQZF1DWWY64wDtewQt,https://api.spotify.com/v1/playlists/37i9dQZF1DWWY64wDtewQt,37i9dQZF1DWWY64wDtewQt,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003a1d3de8e9183170f494634cf', 'width': 0}]",phonk,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjY0Nzg5MywwMDAwMDAwMDYyNTIwMTdhZmYyYzkyNjkyMDZhZGJlNTU5ZmZlMDlj,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWWY64wDtewQt/tracks', 'total': 100}",playlist,spotify:playlist:37i9dQZF1DWWY64wDtewQt,Gaming,0JQ5DAqbMKFCfObibaOZbv
Pump up your adrenaline with your favorite Punjabi tracks,https://open.spotify.com/playlist/37i9dQZF1DWYQhKSOD0Qas,https://api.spotify.com/v1/playlists/37i9dQZF1DWYQhKSOD0Qas,37i9dQZF1DWYQhKSOD0Qas,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f000000037c96bb500483a1e1f7b569da', 'width': 0}]",Punjabi Gaming,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjI2OTMwMSwwMDAwMDAwMDljNjNiNzk2NmFkYzFhNGIxNjQ2ZTljMjQxNDhjMTFj,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWYQhKSOD0Qas/tracks', 'total': 44}",playlist,spotify:playlist:37i9dQZF1DWYQhKSOD0Qas,Gaming,0JQ5DAqbMKFCfObibaOZbv
"Press play, press start.",https://open.spotify.com/playlist/37i9dQZF1DWTyiBJ6yEqeu,https://api.spotify.com/v1/playlists/37i9dQZF1DWTyiBJ6yEqeu,37i9dQZF1DWTyiBJ6yEqeu,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003b3e682b5049e2e0b86da6b5a', 'width': 0}]",Top Gaming Tracks,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjY0MjI0MCwwMDAwMDAwMDIzNjQ0ZDA2OGZmZTAxNDI0YzZmY2Q3NWRkYThiMjk0,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWTyiBJ6yEqeu/tracks', 'total': 100}",playlist,spotify:playlist:37i9dQZF1DWTyiBJ6yEqeu,Gaming,0JQ5DAqbMKFCfObibaOZbv
"Dance, bass, EDM, trap, phonk: the perfect gaming mix.",https://open.spotify.com/playlist/37i9dQZF1DWYN9NBqvY7Tx,https://api.spotify.com/v1/playlists/37i9dQZF1DWYN9NBqvY7Tx,37i9dQZF1DWYN9NBqvY7Tx,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000332fa3f26c169600e0b88749e', 'width': 0}]",Ultra Gaming,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjM2NDM5NywwMDAwMDAwMDI4MGUwZDZkZDBhOWU4NGYzODY4NGQ5MGNjYzE3ZTMx,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWYN9NBqvY7Tx/tracks', 'total': 100}",playlist,spotify:playlist:37i9dQZF1DWYN9NBqvY7Tx,Gaming,0JQ5DAqbMKFCfObibaOZbv
Play the biggest gaming tracks with King!,https://open.spotify.com/playlist/37i9dQZF1DXcmMuW52BXP0,https://api.spotify.com/v1/playlists/37i9dQZF1DXcmMuW52BXP0,37i9dQZF1DXcmMuW52BXP0,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000392311b7009618cab3a38036e', 'width': 0}]",Top Gaming Tracks India,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3MjQwNTYzOSwwMDAwMDAwMDVjYzU1MjUxNmE2OGU0NDg3N2NiMzU5NDRkYWM0ODgy,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DXcmMuW52BXP0/tracks', 'total': 55}",playlist,spotify:playlist:37i9dQZF1DXcmMuW52BXP0,Gaming,0JQ5DAqbMKFCfObibaOZbv
Today's best pop to fuel your gaming. Cover: BoyWithUke,https://open.spotify.com/playlist/37i9dQZF1DWYRNXjFoiid2,https://api.spotify.com/v1/playlists/37i9dQZF1DWYRNXjFoiid2,37i9dQZF1DWYRNXjFoiid2,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f000000038a24ebc68da6edc3eb998fcf', 'width': 0}]",Ultimate Pop Gaming,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjAwNTIwMCwwMDAwMDAwMDBiZjBjYWIyMTA0YTdmNGM4NWUyZWQ2YTdhNzZkMzkx,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWYRNXjFoiid2/tracks', 'total': 100}",playlist,spotify:playlist:37i9dQZF1DWYRNXjFoiid2,Gaming,0JQ5DAqbMKFCfObibaOZbv
Spend the best times with your family,https://open.spotify.com/playlist/37i9dQZF1DXcH1zkVmOC0e,https://api.spotify.com/v1/playlists/37i9dQZF1DXcH1zkVmOC0e,37i9dQZF1DXcH1zkVmOC0e,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000350c0edb393501e6939437d94', 'width': 0}]",Veettu Vilayattu,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjQ0NDA5MCwwMDAwMDAwMDVmNWMyZDY4Y2VlN2Y4Njg4MWJiOWUyMjhiNTNkYzcz,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DXcH1zkVmOC0e/tracks', 'total': 55}",playlist,spotify:playlist:37i9dQZF1DXcH1zkVmOC0e,Gaming,0JQ5DAqbMKFCfObibaOZbv
The bass you need for riding low and high.,https://open.spotify.com/playlist/37i9dQZF1DXblmY5UIU3v3,https://api.spotify.com/v1/playlists/37i9dQZF1DXblmY5UIU3v3,37i9dQZF1DXblmY5UIU3v3,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003296dfaca9d08da66ad668073', 'width': 0}]",DOWN LOW,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NDE5NDc5OSwwMDAwMDAwMGRjODM4MWFkZTg5MjJmZGRhOGEzMDJjZjc1NjJkZDk3,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DXblmY5UIU3v3/tracks', 'total': 3}",playlist,spotify:playlist:37i9dQZF1DXblmY5UIU3v3,Gaming,0JQ5DAqbMKFCfObibaOZbv
"The official playlist for all things League of Legends featuring the Worlds Anthem: ""STAR WALKIN'"" by Lil Nas X.",https://open.spotify.com/playlist/37i9dQZF1DWVi45nh2EuPP,https://api.spotify.com/v1/playlists/37i9dQZF1DWVi45nh2EuPP,37i9dQZF1DWVi45nh2EuPP,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003bb607c8babcb675a6c7155a4', 'width': 0}]",League of Legends Lil Nas X Takeover,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY2NDIyNTU0NSwwMDAwMDAwMGIzNWJkOWZjMmM5MTBkY2FhYTM5NTlkNzg3MWU5OTg0,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWVi45nh2EuPP/tracks', 'total': 54}",playlist,spotify:playlist:37i9dQZF1DWVi45nh2EuPP,Gaming,0JQ5DAqbMKFCfObibaOZbv
"Music for all your adventures on Roblox. Check out <a href=""https://www.roblox.com/spotify"">Spotify Island on Roblox</a> today.",https://open.spotify.com/playlist/37i9dQZF1DX30Mgh34Cry8,https://api.spotify.com/v1/playlists/37i9dQZF1DX30Mgh34Cry8,37i9dQZF1DX30Mgh34Cry8,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003c6295f1aa1c39a8603c0b6c9', 'width': 0}]",Spotify Island on Roblox,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY2NDkxNTgyNywwMDAwMDAwMDkwODUyOThmZDA5NTE2ZTllZWNjMTgyYTYwZTQzMzA0,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX30Mgh34Cry8/tracks', 'total': 50}",playlist,spotify:playlist:37i9dQZF1DX30Mgh34Cry8,Gaming,0JQ5DAqbMKFCfObibaOZbv
Indie music to keep your gaming session properly soundtracked. ,https://open.spotify.com/playlist/37i9dQZF1DX4geSlFB9288,https://api.spotify.com/v1/playlists/37i9dQZF1DX4geSlFB9288,37i9dQZF1DX4geSlFB9288,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003612f72d287ef5fa67f19f445', 'width': 0}]",Indie Gaming,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NTM2NTQzMCwwMDAwMDAwMDdkNzQzNmQ5YmRiZDg4YTRhNjFhMGRlZjE1NmUxNmNh,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX4geSlFB9288/tracks', 'total': 100}",playlist,spotify:playlist:37i9dQZF1DX4geSlFB9288,Gaming,0JQ5DAqbMKFCfObibaOZbv
Always come in 1st.,https://open.spotify.com/playlist/37i9dQZF1DWWpHR8v2FGW4,https://api.spotify.com/v1/playlists/37i9dQZF1DWWpHR8v2FGW4,37i9dQZF1DWWpHR8v2FGW4,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003397488602c3e451510fbb0a0', 'width': 0}]",Nitroboost,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjU4MTQyNywwMDAwMDAwMGUwNjViMDMwNTkxZWI3M2RjODBhMDg1Y2FmMWIxNzBi,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWWpHR8v2FGW4/tracks', 'total': 50}",playlist,spotify:playlist:37i9dQZF1DWWpHR8v2FGW4,Gaming,0JQ5DAqbMKFCfObibaOZbv
The Official EA Sports FIFA 23 Soundtrack.,https://open.spotify.com/playlist/37i9dQZF1DX4vgOVqe6BJn,https://api.spotify.com/v1/playlists/37i9dQZF1DX4vgOVqe6BJn,37i9dQZF1DX4vgOVqe6BJn,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003e959d02c43f95bf5b3c30474', 'width': 0}]",FIFA 23 Official Soundtrack,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NDY2NTc4NCwwMDAwMDAwMDljOTc1YTQyNjU2NzMzNGRiM2FlZjY0NWFjMTg4ZWU4,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX4vgOVqe6BJn/tracks', 'total': 104}",playlist,spotify:playlist:37i9dQZF1DX4vgOVqe6BJn,Gaming,0JQ5DAqbMKFCfObibaOZbv
"Double-jump into these legendary video game soundtracks, featuring old favorites and new classics.",https://open.spotify.com/playlist/37i9dQZF1DXdfOcg1fm0VG,https://api.spotify.com/v1/playlists/37i9dQZF1DXdfOcg1fm0VG,37i9dQZF1DXdfOcg1fm0VG,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003c60f140dc10397e80ea424d9', 'width': 0}]",Video Game Soundtracks,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjYwNjQwMCwwMDAwMDAwMGIwYzk5M2YyNGQ1OTdlYzQzZTc1NzViZWY1MTcwMTM4,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DXdfOcg1fm0VG/tracks', 'total': 109}",playlist,spotify:playlist:37i9dQZF1DXdfOcg1fm0VG,Gaming,0JQ5DAqbMKFCfObibaOZbv
The 100 greatest FIFA tracks of all time,https://open.spotify.com/playlist/37i9dQZF1DWTMWIpgAlsRJ,https://api.spotify.com/v1/playlists/37i9dQZF1DWTMWIpgAlsRJ,37i9dQZF1DWTMWIpgAlsRJ,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003482b0e7e92ffe28d6350ae2a', 'width': 0}]",Ultimate FIFA Soundtrack,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY2Nzg0NDAwMCwwMDAwMDAwMDFlOTcxNzk0ZGYxYjE1MjEwMmQzODM0YzI0ZDIyNzMx,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWTMWIpgAlsRJ/tracks', 'total': 100}",playlist,spotify:playlist:37i9dQZF1DWTMWIpgAlsRJ,Gaming,0JQ5DAqbMKFCfObibaOZbv
Check out the playlist celebrating the 5th anniversary of PUBG: BATTLEGROUNDS!,https://open.spotify.com/playlist/37i9dQZF1DWYRYaqBHPt12,https://api.spotify.com/v1/playlists/37i9dQZF1DWYRYaqBHPt12,37i9dQZF1DWYRYaqBHPt12,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003c9065129a4f5ebf3d6caaa41', 'width': 0}]","PUBG: BATTLEGROUNDS  Thank you, 5urvivors","{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY0ODU0MDUzOSwwMDAwMDAwMDg1OTIyMWVlOWM5OGIwOTRlMDYwYmI1ZGI3OGY4NmVj,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWYRYaqBHPt12/tracks', 'total': 22}",playlist,spotify:playlist:37i9dQZF1DWYRYaqBHPt12,Gaming,0JQ5DAqbMKFCfObibaOZbv
"The return of Kratos and Atreus has arrived! Listen to their playlist while playing God of War Ragnarök (rated ""M"" for ""mature"".) ",https://open.spotify.com/playlist/37i9dQZF1DX1xEPBKyoFUz,https://api.spotify.com/v1/playlists/37i9dQZF1DX1xEPBKyoFUz,37i9dQZF1DX1xEPBKyoFUz,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003bf30943bdefb8b338cc82bee', 'width': 0}]",StartSelect: Kratos and Atreus ,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY2ODQ2MjcwMCwwMDAwMDAwMDI5YjVhZTE4NWY0OTc1MDYwNTkyZjllYWFhMjlhNDQ3,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX1xEPBKyoFUz/tracks', 'total': 72}",playlist,spotify:playlist:37i9dQZF1DX1xEPBKyoFUz,Gaming,0JQ5DAqbMKFCfObibaOZbv
Rock out while you game.,https://open.spotify.com/playlist/37i9dQZF1DWZjmJmeiazwd,https://api.spotify.com/v1/playlists/37i9dQZF1DWZjmJmeiazwd,37i9dQZF1DWZjmJmeiazwd,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000379b949bf5f567974a439d2cd', 'width': 0}]",Ultimate Rock Gaming,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NTk3MjM2NywwMDAwMDAwMDQzMTFiYzNkNzkwYjQxZjhlZTQ1ZmFmYWExODM0MTc3,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWZjmJmeiazwd/tracks', 'total': 100}",playlist,spotify:playlist:37i9dQZF1DWZjmJmeiazwd,Gaming,0JQ5DAqbMKFCfObibaOZbv
Heavy beats for midnight drifting in Tokyo.,https://open.spotify.com/playlist/37i9dQZF1DWYfVJ5emu90I,https://api.spotify.com/v1/playlists/37i9dQZF1DWYfVJ5emu90I,37i9dQZF1DWYfVJ5emu90I,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000376968382930e185cafd42726', 'width': 0}]",Tokyo Drift: トーキョー・ドリフト,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjYxNDE1MSwwMDAwMDAwMDMwYmVjNWVlYTdlMTRiM2ZjZjg3NzVjM2I5ODE1YjMy,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWYfVJ5emu90I/tracks', 'total': 75}",playlist,spotify:playlist:37i9dQZF1DWYfVJ5emu90I,Gaming,0JQ5DAqbMKFCfObibaOZbv
"Hits of the 70s, 80s and 90s for gamers who love things retro.",https://open.spotify.com/playlist/37i9dQZF1DWYnY33e7En9e,https://api.spotify.com/v1/playlists/37i9dQZF1DWYnY33e7En9e,37i9dQZF1DWYnY33e7En9e,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000388de98e46d5a0436a444c34f', 'width': 0}]",Retro Gaming,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NDA1NDQwOSwwMDAwMDAwMDQ4NjRmNTkyMmE5YzRhM2IxMTRiN2U2N2M3ZTQ5ZDY1,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWYnY33e7En9e/tracks', 'total': 100}",playlist,spotify:playlist:37i9dQZF1DWYnY33e7En9e,Gaming,0JQ5DAqbMKFCfObibaOZbv
Discover your personalized playlist of tracks from FIFA '98 to FIFA '23.,https://open.spotify.com/playlist/37i9dQZF1DXdDfBvFXqzpv,https://api.spotify.com/v1/playlists/37i9dQZF1DXdDfBvFXqzpv,37i9dQZF1DXdDfBvFXqzpv,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003457cf4505d02541dfe6faa5f', 'width': 0}]",EA SPORTS FIFA Mix,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY2NzM5NzYwMCwwMDAwMDAwMDU2NzQ4YjMyZDc3NGQxYzQzYzQwZDFkMzBjMTAyNTA3,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DXdDfBvFXqzpv/tracks', 'total': 100}",playlist,spotify:playlist:37i9dQZF1DXdDfBvFXqzpv,Gaming,0JQ5DAqbMKFCfObibaOZbv
n3xt l3v3l gaming beats. ,https://open.spotify.com/playlist/37i9dQZF1DX1bJXtym592H,https://api.spotify.com/v1/playlists/37i9dQZF1DX1bJXtym592H,37i9dQZF1DX1bJXtym592H,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000303e3f0a8cabec34ff730b97c', 'width': 0}]",Level Up Lofi,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NDE3Mjg2MCwwMDAwMDAwMDU2ZDFmYjRhZWQ4MjlkZjNmMzQ5YWQwOTM2OGI1YmI2,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX1bJXtym592H/tracks', 'total': 50}",playlist,spotify:playlist:37i9dQZF1DX1bJXtym592H,Gaming,0JQ5DAqbMKFCfObibaOZbv
"Get in the mindset to seize the play with the official VALORANT Game Changers Championship playlist, featuring the Game Changers Anthem ""All Eyes On Me"".",https://open.spotify.com/playlist/37i9dQZF1DX7fPai8IXlgh,https://api.spotify.com/v1/playlists/37i9dQZF1DX7fPai8IXlgh,37i9dQZF1DX7fPai8IXlgh,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000324ac56c68ee433c990109d56', 'width': 0}]",VALORANT Game Changers Official Playlist,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY2ODUzMTYwMCwwMDAwMDAwMDEyYmIzYjkzZTViMDYzMmRlNWU1ZGZlMDQzMjZkOTU4,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX7fPai8IXlgh/tracks', 'total': 37}",playlist,spotify:playlist:37i9dQZF1DX7fPai8IXlgh,Gaming,0JQ5DAqbMKFCfObibaOZbv
"Essential tracks from ""Resident Evil"" series. 25周年を迎えたホラーゲームの金字塔、バイオハザードシリーズの音楽をプレイリストで。©CAPCOM CO., LTD. ALL RIGHTS RESERVED.",https://open.spotify.com/playlist/37i9dQZF1DXavxLjAz4XDv,https://api.spotify.com/v1/playlists/37i9dQZF1DXavxLjAz4XDv,37i9dQZF1DXavxLjAz4XDv,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f000000033d89263fe82200f1242680ef', 'width': 0}]",BIOHAZARD 25th ANNIVERSARY,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTYyOTI3MzY3OSwwMDAwMDAwMGQyOTE1MTNlYjA2MmVmYmU2ZWNkNmI3ODhkY2JjYTUy,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DXavxLjAz4XDv/tracks', 'total': 50}",playlist,spotify:playlist:37i9dQZF1DXavxLjAz4XDv,Gaming,0JQ5DAqbMKFCfObibaOZbv
Play the biggest gaming tracks with King!,https://open.spotify.com/playlist/37i9dQZF1DXcmMuW52BXP0,https://api.spotify.com/v1/playlists/37i9dQZF1DXcmMuW52BXP0,37i9dQZF1DXcmMuW52BXP0,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000392311b7009618cab3a38036e', 'width': 0}]",Top Gaming Tracks India,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3MjQwNTYzOSwwMDAwMDAwMDVjYzU1MjUxNmE2OGU0NDg3N2NiMzU5NDRkYWM0ODgy,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DXcmMuW52BXP0/tracks', 'total': 55}",playlist,spotify:playlist:37i9dQZF1DXcmMuW52BXP0,Gaming,0JQ5DAqbMKFCfObibaOZbv
Pump up your adrenaline with your favorite Punjabi tracks,https://open.spotify.com/playlist/37i9dQZF1DWYQhKSOD0Qas,https://api.spotify.com/v1/playlists/37i9dQZF1DWYQhKSOD0Qas,37i9dQZF1DWYQhKSOD0Qas,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f000000037c96bb500483a1e1f7b569da', 'width': 0}]",Punjabi Gaming,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjI2OTMwMSwwMDAwMDAwMDljNjNiNzk2NmFkYzFhNGIxNjQ2ZTljMjQxNDhjMTFj,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWYQhKSOD0Qas/tracks', 'total': 44}",playlist,spotify:playlist:37i9dQZF1DWYQhKSOD0Qas,Gaming,0JQ5DAqbMKFCfObibaOZbv
"Dance, bass, EDM, trap, phonk: the perfect gaming mix.",https://open.spotify.com/playlist/37i9dQZF1DWYN9NBqvY7Tx,https://api.spotify.com/v1/playlists/37i9dQZF1DWYN9NBqvY7Tx,37i9dQZF1DWYN9NBqvY7Tx,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000332fa3f26c169600e0b88749e', 'width': 0}]",Ultra Gaming,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjM2NDM5NywwMDAwMDAwMDI4MGUwZDZkZDBhOWU4NGYzODY4NGQ5MGNjYzE3ZTMx,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWYN9NBqvY7Tx/tracks', 'total': 100}",playlist,spotify:playlist:37i9dQZF1DWYN9NBqvY7Tx,Gaming,0JQ5DAqbMKFCfObibaOZbv
